1	1	1	90
4	1	1	90
20	1	1	52
23	1	1	90
5	1	1	90
7	1	1	90
15	1	1	65
12	1	1	90
13	1	1	46
19	1	1	90
21	1	1	90
3	1	52	90
9	1	46	90
17	1	65	90
62	1	1	90
79	1	1	90
80	1	1	90
67	1	1	90
65	1	1	90
72	1	1	90
78	1	1	90
76	1	1	90
70	1	1	78
74	1	1	71
75	1	1	78
73	1	78	90
77	1	78	90
68	1	71	90
143	2	1	90
147	2	1	90
149	2	1	90
154	2	1	90
172	2	1	90
151	2	1	67
152	2	1	90
153	2	1	70
160	2	1	90
159	2	1	83
148	2	1	90
161	2	67	90
155	2	83	90
165	2	70	90
43	2	1	90
27	2	1	90
42	2	1	90
25	2	1	78
41	2	1	90
32	2	1	46
39	2	1	90
33	2	1	90
34	2	1	90
36	2	1	90
37	2	1	90
21	2	78	90
38	2	46	90
40	2	90	90
99	3	1	90
100	3	1	90
103	3	1	90
101	3	1	90
105	3	1	90
107	3	1	90
111	3	1	90
108	3	1	72
109	3	1	90
106	3	1	90
104	3	1	62
113	3	72	90
112	3	62	90
197	3	1	90
176	3	1	90
174	3	1	90
178	3	1	90
175	3	1	90
193	3	1	60
179	3	1	90
182	3	1	90
186	3	1	88
185	3	1	82
184	3	60	90
196	3	88	90
187	3	82	90
173	3	1	90
44	4	1	90
48	4	1	90
61	4	1	90
49	4	1	90
50	4	1	90
55	4	1	90
51	4	1	90
57	4	1	90
58	4	1	90
52	4	74	90
59	4	67	90
54	4	1	74
46	4	1	67
298	4	1	90
282	4	1	90
283	4	1	90
284	4	1	90
299	4	1	90
286	4	1	90
303	4	1	85
291	4	1	90
297	4	1	90
300	4	1	90
289	4	85	90
293	4	90	90
287	4	1	90
200	5	1	90
202	5	1	90
204	5	1	83
222	5	1	90
203	5	1	90
221	5	1	90
215	5	1	90
210	5	1	90
208	5	1	74
207	5	1	90
212	5	1	89
216	5	83	90
205	5	74	90
220	5	89	90
127	5	1	90
136	5	1	90
140	5	1	90
130	5	1	90
129	5	1	90
135	5	1	90
132	5	1	90
139	5	1	83
134	5	1	90
128	5	1	90
137	5	1	90
133	5	83	90
138	5	76	90
142	5	90	90
278	6	1	90
254	6	1	90
252	6	1	90
260	6	1	68
259	6	1	55
261	6	1	90
256	6	1	90
263	6	1	90
262	6	1	90
272	6	1	90
273	6	1	90
253	6	68	90
266	6	68	90
265	6	55	90
325	6	1	90
307	6	1	90
308	6	1	90
312	6	1	90
326	6	1	90
311	6	1	90
318	6	1	90
313	6	1	90
324	6	1	90
314	6	1	72
320	6	72	90
114	7	1	90
115	7	1	90
116	7	1	90
126	7	1	90
117	7	1	90
118	7	1	90
123	7	1	87
120	7	1	90
125	7	1	75
122	7	1	90
119	7	87	90
121	7	75	90
239	7	1	90
224	7	1	90
241	7	1	90
227	7	1	90
228	7	1	77
240	7	1	72
235	7	1	72
232	7	1	90
230	7	1	90
229	7	1	90
242	7	1	90
238	7	77	90
231	7	72	90
237	7	72	90
81	8	1	90
83	8	1	90
82	8	1	90
97	8	1	90
90	8	1	79
88	8	1	88
92	8	1	90
89	8	1	90
87	8	1	90
98	8	1	90
93	8	1	90
91	8	88	90
94	8	79	90
95	8	90	90
410	8	1	90
415	8	1	90
433	8	1	90
414	8	1	90
412	8	1	90
432	8	1	90
416	8	1	46
426	8	1	51
422	8	1	90
420	8	1	65
425	8	1	90
419	8	46	90
434	8	65	90
417	8	51	90
358	9	1	90
363	9	1	90
374	9	1	90
381	9	1	90
362	9	1	90
366	9	1	90
370	9	1	90
368	9	1	68
365	9	1	90
377	9	1	90
373	9	1	90
371	9	68	90
382	9	1	90
385	9	1	90
389	9	1	90
386	9	1	90
402	9	1	90
404	9	1	64
407	9	1	90
394	9	1	78
395	9	1	90
403	9	1	90
396	9	1	90
405	9	78	90
392	9	63	90
436	10	1	90
441	10	1	90
438	10	1	90
447	10	1	90
459	10	1	90
448	10	1	63
444	10	1	90
463	10	1	84
445	10	1	90
446	10	1	90
461	10	1	69
452	10	63	90
457	10	84	90
456	10	69	90
327	10	1	90
351	10	1	90
330	10	1	90
331	10	1	90
332	10	1	90
345	10	1	80
337	10	1	86
336	10	1	90
340	10	1	75
355	10	1	90
339	10	1	90
329	10	86	90
342	10	80	90
349	10	75	90
410	11	1	90
413	11	1	90
433	11	1	90
414	11	1	90
415	11	1	90
412	11	1	51
420	11	1	90
422	11	1	51
432	11	1	87
419	11	1	90
425	11	1	90
434	11	87	90
417	11	51	90
423	11	51	90
43	11	1	90
27	11	1	90
29	11	1	90
42	11	1	90
30	11	1	90
39	11	1	90
33	11	1	83
36	11	1	77
34	11	1	90
40	11	1	68
37	11	1	90
38	11	83	90
31	11	77	90
32	11	68	90
382	12	1	90
385	12	1	90
389	12	1	90
386	12	1	87
402	12	1	72
394	12	1	90
391	12	1	90
392	12	1	85
396	12	1	90
403	12	1	90
395	12	1	90
406	12	72	90
398	12	87	90
399	12	85	90
278	12	1	90
252	12	1	90
253	12	1	90
254	12	1	90
263	12	1	90
272	12	1	90
276	12	1	90
262	12	1	90
266	12	1	90
273	12	1	78
265	12	1	90
259	12	78	90
279	12	1	90
99	13	1	90
100	13	1	90
103	13	1	90
101	13	1	90
109	13	1	90
111	13	1	87
108	13	1	83
107	13	1	90
106	13	1	90
104	13	1	90
112	13	1	90
113	13	87	90
102	13	83	90
114	13	1	90
116	13	1	90
115	13	1	90
126	13	1	90
117	13	1	90
118	13	1	90
119	13	1	90
122	13	1	78
120	13	1	72
121	13	1	90
124	13	72	90
123	13	78	90
327	14	1	90
331	14	1	42
332	14	1	90
330	14	1	90
329	14	1	90
340	14	1	84
336	14	1	90
355	14	1	90
337	14	1	90
345	14	1	70
339	14	1	90
341	14	42	90
344	14	70	90
349	14	84	90
44	14	1	90
50	14	1	90
48	14	1	90
61	14	1	90
45	14	1	90
52	14	1	77
55	14	1	89
51	14	1	90
54	14	1	90
58	14	1	90
46	14	1	90
57	14	89	90
53	14	77	90
56	14	69	90
298	15	1	90
284	15	1	90
302	15	1	90
282	15	1	90
299	15	1	90
286	15	1	90
303	15	1	63
291	15	1	90
199	15	1	90
289	15	1	90
300	15	1	86
285	15	63	90
292	15	86	90
197	15	1	90
174	15	1	90
178	15	1	90
176	15	1	90
175	15	1	90
182	15	1	73
193	15	1	60
173	15	1	90
180	15	1	90
185	15	1	60
186	15	1	90
179	15	73	90
196	15	60	90
187	15	60	90
1	16	1	90
6	16	1	90
8	16	1	90
3	16	1	90
23	16	1	90
15	16	1	73
9	16	1	73
5	16	1	90
12	16	1	68
21	16	1	90
19	16	1	82
13	16	73	90
16	16	82	90
18	16	73	90
200	16	1	90
202	16	1	90
203	16	1	90
204	16	1	44
222	16	1	90
215	16	1	85
221	16	1	90
207	16	1	90
210	16	1	90
211	16	1	60
212	16	1	90
216	16	44	90
209	16	85	90
213	16	60	90
239	17	1	90
228	17	1	90
224	17	1	90
225	17	1	90
241	17	1	90
229	17	1	90
230	17	1	90
231	17	1	66
232	17	1	86
235	17	1	74
242	17	1	90
236	17	74	90
240	17	66	90
237	17	86	90
81	17	1	90
82	17	1	90
97	17	1	90
86	17	1	90
83	17	1	90
89	17	1	90
90	17	1	76
92	17	1	90
88	17	1	89
93	17	1	90
98	17	1	90
95	17	89	90
94	17	76	90
143	18	1	90
171	18	1	78
157	18	1	90
149	18	1	90
147	18	1	90
152	18	1	90
154	18	1	90
153	18	1	78
160	18	1	90
151	18	1	61
159	18	1	90
165	18	61	90
161	18	78	90
172	18	78	90
62	18	1	90
67	18	1	90
80	18	1	90
65	18	1	90
79	18	1	90
74	18	1	78
72	18	1	90
70	18	1	90
76	18	1	87
78	18	1	90
75	18	1	89
63	18	87	90
73	18	78	90
77	18	89	90
127	19	1	90
130	19	1	90
136	19	1	83
131	19	1	90
140	19	1	90
132	19	1	90
139	19	1	90
135	19	1	87
134	19	1	90
142	19	1	72
137	19	1	90
129	19	83	90
141	19	87	90
133	19	72	90
436	19	1	90
438	19	1	90
439	19	1	90
441	19	1	90
444	19	1	90
445	19	1	60
463	19	1	78
447	19	1	90
459	19	1	71
448	19	1	90
446	19	1	90
452	19	78	90
461	19	71	90
455	19	60	90
325	20	1	90
307	20	1	90
311	20	1	90
326	20	1	90
308	20	1	90
316	20	1	90
324	20	1	90
318	20	1	26
313	20	1	90
306	20	1	79
319	20	1	87
322	20	87	90
309	20	26	90
321	20	79	90
358	20	1	90
372	20	1	90
374	20	1	90
361	20	1	90
363	20	1	41
380	20	1	90
368	20	1	90
365	20	1	87
370	20	1	90
376	20	1	90
373	20	1	62
362	20	41	90
371	20	87	90
377	20	62	90
436	21	1	90
439	21	1	90
441	21	1	90
440	21	1	90
463	21	1	62
447	21	1	90
444	21	1	90
446	21	1	90
448	21	1	90
445	21	1	89
455	21	1	63
452	21	89	90
459	21	62	90
457	21	63	90
325	21	1	90
307	21	1	90
311	21	1	90
326	21	1	90
308	21	1	90
324	21	1	90
313	21	1	71
316	21	1	71
321	21	1	90
312	21	1	84
320	21	84	90
322	21	71	90
323	21	71	90
43	22	1	90
42	22	1	90
28	22	1	90
26	22	1	90
27	22	1	90
33	22	1	90
34	22	1	90
31	22	1	86
39	22	1	75
32	22	1	90
37	22	1	90
36	22	86	90
38	22	90	90
40	22	75	90
298	22	1	90
299	22	1	90
282	22	1	90
302	22	1	90
284	22	1	90
281	22	1	90
289	22	1	78
297	22	1	90
286	22	1	90
291	22	1	90
300	22	1	90
296	22	78	90
