62	23	1	90
80	23	1	90
67	23	1	90
65	23	1	84
79	23	1	90
74	23	1	71
78	23	1	90
70	23	1	80
76	23	1	90
72	23	1	90
75	23	1	90
66	23	84	90
69	23	71	90
77	23	80	90
127	23	1	90
131	23	1	90
130	23	1	90
129	23	1	90
136	23	1	36
140	23	1	90
133	23	1	90
132	23	1	60
135	23	1	90
134	23	1	66
137	23	1	90
141	23	60	90
142	23	66	90
138	23	36	90
200	24	1	90
216	24	1	90
222	24	1	90
202	24	1	90
203	24	1	90
217	24	1	74
221	24	1	86
207	24	1	90
210	24	1	65
215	24	1	90
212	24	1	90
205	24	74	90
209	24	65	90
213	24	86	90
239	24	1	90
224	24	1	90
228	24	1	59
227	24	1	90
225	24	1	90
240	24	1	90
230	24	1	90
229	24	1	90
232	24	1	88
236	24	1	59
242	24	1	90
234	24	59	90
235	24	88	90
238	24	59	90
197	25	1	90
178	25	1	90
176	25	1	90
175	25	1	90
174	25	1	90
182	25	1	76
193	25	1	46
179	25	1	90
183	25	1	82
192	25	1	90
186	25	1	90
196	25	82	90
187	25	46	90
191	25	76	90
327	25	1	90
341	25	1	90
329	25	1	90
332	25	1	90
330	25	1	90
345	25	1	59
355	25	1	90
342	25	1	72
340	25	1	90
357	25	1	90
339	25	1	90
356	25	72	90
343	25	1	90
349	25	1	90
358	26	1	90
381	26	1	90
374	26	1	90
362	26	1	90
375	26	1	90
365	26	1	90
368	26	1	46
366	26	1	70
370	26	1	90
376	26	1	46
377	26	1	90
380	26	70	90
369	26	46	90
373	26	46	90
1	26	1	90
8	26	1	90
2	26	1	90
3	26	1	90
13	26	1	90
9	26	1	81
23	26	1	90
11	26	1	90
10	26	1	90
18	26	1	89
21	26	1	90
15	26	81	90
19	26	90	90
14	26	89	90
81	27	1	90
97	27	1	90
82	27	1	90
92	27	1	90
88	27	1	87
90	27	1	71
91	27	1	90
87	27	1	90
89	27	1	90
98	27	1	63
93	27	1	90
86	27	87	90
96	27	63	90
94	27	71	90
382	27	33	90
385	27	1	90
406	27	1	90
402	27	1	90
389	27	1	90
394	27	1	90
391	27	1	61
392	27	1	90
395	27	1	90
403	27	1	86
396	27	1	90
383	27	33	90
401	27	86	90
393	27	61	90
114	28	1	90
117	28	1	90
115	28	1	90
126	28	1	87
116	28	1	90
118	28	1	90
119	28	1	90
122	28	1	46
120	28	1	90
124	28	1	90
125	28	1	90
123	28	87	90
121	28	46	90
410	28	1	90
413	28	1	90
433	28	1	90
415	28	1	90
414	28	1	90
419	28	1	90
416	28	1	90
422	28	1	90
426	28	1	83
417	28	1	90
425	28	1	90
434	28	90	90
418	28	83	90
278	29	1	90
254	29	1	90
253	29	1	74
252	29	1	90
272	29	1	90
263	29	1	90
262	29	1	90
276	29	1	90
259	29	1	90
265	29	1	9
273	29	1	26
261	29	26	90
260	29	74	90
275	29	9	90
143	29	1	90
171	29	1	90
149	29	1	90
147	29	1	90
145	29	1	90
154	29	1	90
160	29	1	77
153	29	1	66
151	29	1	77
152	29	1	90
159	29	1	90
155	29	77	90
165	29	66	90
158	29	77	90
44	30	1	90
48	30	1	90
49	30	1	90
50	30	1	90
61	30	1	90
47	30	1	90
55	30	1	65
51	30	1	90
57	30	1	57
58	30	1	90
46	30	1	90
52	30	71	90
53	30	65	90
56	30	70	90
99	30	1	90
101	30	1	90
100	30	1	80
108	30	1	90
103	30	1	90
107	30	1	90
106	30	1	90
111	30	1	90
109	30	1	90
104	30	1	89
110	30	1	73
105	30	80	90
112	30	89	90
113	30	73	90
767	31	1	90
774	31	1	90
769	31	1	76
776	31	1	90
773	31	1	90
784	31	1	35
777	31	1	90
783	31	1	90
779	31	1	57
786	31	1	90
788	31	1	90
780	31	57	90
782	31	76	90
790	31	35	90
901	31	1	90
907	31	1	90
908	31	1	71
904	31	1	90
905	31	1	90
913	31	1	68
917	31	1	90
918	31	1	74
915	31	1	41
926	31	1	90
923	31	1	90
910	31	74	90
914	31	68	90
912	31	41	90
846	32	1	90
855	32	1	90
854	32	1	90
848	32	1	90
849	32	1	90
860	32	1	90
862	32	1	90
858	32	1	73
870	32	1	82
868	32	1	89
865	32	1	90
864	32	73	90
871	32	89	90
867	32	82	90
518	32	1	90
522	32	1	90
524	32	1	90
519	32	1	90
525	32	1	90
531	32	1	90
533	32	1	61
528	32	1	73
526	32	1	90
538	32	1	67
535	32	1	90
527	32	73	90
537	32	61	90
536	32	67	90
793	33	1	90
802	33	1	90
803	33	1	90
797	33	1	90
800	33	1	90
808	33	1	90
814	33	1	77
811	33	1	90
806	33	1	87
818	33	1	64
815	33	1	90
798	33	87	90
812	33	77	90
804	33	64	90
591	33	1	90
598	33	1	90
593	33	1	90
599	33	1	90
597	33	1	90
603	33	1	71
607	33	1	90
606	33	1	90
608	33	1	90
613	33	1	90
612	33	1	81
596	33	71	90
604	33	90	90
609	33	81	90
718	34	1	90
723	34	1	90
724	34	1	90
722	34	1	90
725	34	1	90
734	34	1	90
733	34	1	90
731	34	1	90
735	34	1	80
737	34	1	71
741	34	1	90
738	34	80	90
736	34	71	90
641	34	1	90
644	34	1	90
650	34	1	90
649	34	1	90
645	34	1	90
653	34	1	90
655	34	1	76
660	34	1	90
659	34	1	86
661	34	1	67
663	34	1	90
657	34	67	90
652	34	86	90
662	34	76	90
688	35	1	90
697	35	1	90
700	35	1	75
695	35	1	65
694	35	1	90
701	35	1	90
706	35	1	90
703	35	1	90
702	35	1	69
710	35	1	90
715	35	1	90
705	35	65	90
704	35	75	90
714	35	69	90
620	35	1	90
621	35	1	90
625	35	1	90
623	35	1	90
636	35	1	87
629	35	1	90
630	35	1	90
628	35	1	75
633	35	1	90
640	35	1	90
637	35	1	61
635	35	87	90
631	35	75	90
639	35	61	90
953	36	1	90
959	36	1	90
957	36	1	90
955	36	1	90
956	36	1	90
965	36	1	79
970	36	1	90
969	36	1	74
963	36	1	90
979	36	1	66
977	36	1	90
966	36	79	90
968	36	74	90
972	36	66	90
820	36	1	90
822	36	1	90
826	36	1	90
830	36	1	90
825	36	1	90
839	36	1	56
836	36	1	90
837	36	1	57
838	36	1	90
835	36	1	90
844	36	1	57
834	36	57	90
842	36	57	90
841	36	56	90
872	37	1	90
883	37	1	90
879	37	1	90
878	37	1	90
884	37	1	90
895	37	1	78
891	37	1	90
893	37	1	90
889	37	1	84
898	37	1	68
899	37	1	90
894	37	68	90
887	37	84	90
888	37	78	90
491	37	1	90
493	37	1	90
497	37	1	90
498	37	1	90
509	37	1	73
510	37	1	90
505	37	1	90
499	37	1	86
511	37	1	90
513	37	1	90
512	37	1	90
504	37	86	90
500	37	73	90
466	38	1	90
469	38	1	90
473	38	1	90
468	38	1	90
471	38	1	90
478	38	1	62
479	38	1	68
481	38	1	90
483	38	1	90
486	38	1	82
485	38	1	90
480	38	68	90
477	38	62	90
488	38	82	90
742	38	1	90
745	38	1	82
748	38	1	90
747	38	1	90
744	38	1	90
754	38	1	90
759	38	1	68
758	38	1	90
752	38	1	90
753	38	1	90
761	38	1	55
750	38	82	90
757	38	55	90
763	38	68	90
665	39	1	90
668	39	1	90
671	39	1	90
680	39	1	90
677	39	1	90
678	39	1	90
674	39	1	90
687	39	1	90
686	39	1	63
682	39	1	85
685	39	1	90
681	39	85	90
683	39	63	90
540	39	1	90
544	39	1	90
550	39	1	90
542	39	1	90
543	39	1	38
555	39	1	90
553	39	1	90
551	39	1	90
562	39	1	61
561	39	1	71
560	39	1	90
559	39	38	90
557	39	61	90
563	39	71	90
566	40	1	90
567	40	1	90
574	40	1	90
569	40	1	90
570	40	1	90
578	40	1	90
576	40	1	90
582	40	1	90
581	40	1	70
585	40	1	90
584	40	1	85
572	40	90	90
583	40	70	90
577	40	85	90
929	40	1	90
934	40	1	90
935	40	1	90
932	40	1	90
936	40	1	90
941	40	1	90
945	40	1	90
939	40	1	80
942	40	1	80
944	40	1	90
949	40	1	90
950	40	80	90
947	40	80	90
1217	41	1	90
1226	41	1	69
1225	41	1	90
1223	41	1	90
1222	41	1	90
1218	41	1	31
1224	41	1	90
1221	41	1	90
1235	41	1	90
1232	41	1	90
1242	41	1	52
1234	41	69	90
1233	41	31	90
1243	41	52	90
1067	41	1	90
1073	41	1	90
1074	41	1	90
1075	41	1	75
1070	41	1	90
1071	41	1	90
1084	41	1	90
1083	41	1	68
1087	41	1	90
1086	41	1	90
1091	41	1	90
1081	41	81	90
1082	41	68	90
